,VACANTPERCENT,UNEMPL,POV,YOUNGPOP,CONCDIS,PHYSDIS0506
0,0.0656934306569343,10.49,33.7,18.92,0.38,149
1,0.0128805620608899,2.32,7.09,6.19,-0.97,37
2,0.0132701421800948,1.12,10.72,2.79,-0.97,110
3,0.0138339920948617,2.51,14.91,0.89,-0.91,124
4,0.0755813953488372,20.68,28.22,28.99,0.32,55
5,0.0882352941176471,7.54,20.83,28.16,0.47,93
6,0.14285714285714302,20.62,21.37,21.59,0.38,78
7,0.13517915309446302,2.6,14.31,21.15,-0.15,105
8,0.00569259962049336,1.4,17.57,2.57,-0.89,82
9,0.384,24.59,42.04,15.7,0.86,81
10,0.009615384615384621,3.04,23.25,1.76,-0.8,54
11,0.0303234501347709,4.21,31.36,6.53,-0.57,212
12,0.0253164556962025,64.06,53.09,0.5,0.66,15
13,0.023489932885906003,50.24,43.51,1.1,0.36,27
14,0.0945273631840796,19.39,52.33,14.11,1.03,43
15,0.14285714285714302,0.0,0.0,0.0,0.0,17
16,0.0663265306122449,63.41,59.53,0.53,0.72,13
17,0.0427236315086782,3.81,12.74,9.57,-0.38,120
18,0.21761658031088102,11.76,8.72,1.39,-0.87,33
19,0.00898472596585804,7.32,15.35,11.38,-0.23,56
20,0.0,0.0,0.0,10.53,-0.97,1
21,0.75,80.34,90.31,29.18,0.0,11
22,0.0205128205128205,2.69,9.75,6.42,-0.84,13
23,0.00884955752212389,2.54,8.14,9.33,-0.99,80
24,0.0228898426323319,0.0,17.57,6.56,-0.94,113
25,0.0189155107187894,2.61,25.28,11.37,-0.72,97
26,0.0472972972972973,0.0,13.87,14.03,-0.93,111
27,0.007797270955165691,0.62,25.0,9.41,-0.78,52
28,0.0524625267665953,2.37,13.17,11.35,-0.86,76
29,0.0666666666666667,3.85,71.14,0.72,0.18,14
30,0.0442324371205551,0.0,33.24,5.7,-0.72,55
31,0.0148698884758364,1.66,4.08,26.26,-1.07,152
32,0.0271493212669683,0.0,4.13,22.08,-1.11,88
33,0.0116279069767442,5.11,12.1,18.87,-0.82,46
34,0.0611916264090177,0.0,2.92,22.04,-1.04,74
35,0.0189655172413793,0.0,2.25,21.58,-1.11,101
36,0.0333333333333333,0.0,7.51,8.66,-0.81,64
37,0.0108695652173913,3.04,7.22,10.59,-0.91,85
38,0.0748792270531401,2.14,4.29,20.07,-1.06,74
39,0.00672268907563025,4.55,4.78,4.6,-0.96,131
40,0.0521978021978022,2.08,3.57,17.48,-1.04,81
41,0.0595744680851064,0.0,0.85,16.07,-1.07,111
42,0.0175438596491228,3.23,24.07,5.01,-0.66,31
43,0.00326086956521739,2.42,11.07,6.97,-0.78,24
44,0.0968992248062016,64.3,8.43,7.89,0.1,78
45,0.0257731958762887,3.05,5.19,11.45,-0.95,26
46,0.0678294573643411,3.11,8.64,24.08,-0.97,192
47,0.00664451827242525,5.76,17.16,16.57,-0.86,44
48,0.0196463654223969,0.0,5.86,15.81,-1.06,73
49,0.0222222222222222,2.98,24.27,5.37,-0.7,27
50,0.031201248049921998,1.95,2.92,15.78,-1.07,172
51,0.0212765957446809,88.63,1.23,4.13,0.36,131
52,0.00315457413249211,1.97,9.47,7.85,-0.83,29
53,0.000364166059723234,1.61,8.85,7.11,-0.94,46
54,0.021505376344086002,3.78,4.77,25.38,-1.03,99
55,0.036281179138321996,6.3,0.0,24.72,-1.03,91
56,0.0197802197802198,0.0,1.16,18.02,-1.1,107
57,0.0170575692963753,2.46,5.46,17.04,-0.94,81
58,0.0294599018003273,1.7,2.39,18.22,-1.01,79
59,0.0142348754448399,1.6,2.18,16.94,-1.08,65
60,0.0358974358974359,0.0,5.94,16.75,-1.06,48
61,0.10107526881720401,4.6,0.0,20.38,-1.04,102
62,0.11143695014662801,6.37,1.1,21.54,-1.04,49
63,0.0308441558441558,2.89,7.0,15.49,-0.98,150
64,0.00542005420054201,0.44,5.39,9.81,-0.9,53
65,0.0705882352941176,3.21,0.0,23.33,-1.09,70
66,0.0559610705596107,3.04,3.5,16.63,-0.66,112
67,0.0153172866520788,0.92,3.16,17.17,-0.63,160
68,0.0114942528735632,5.39,0.0,15.57,-0.72,55
69,0.0451306413301663,6.41,17.87,22.54,-0.21,128
70,0.0240963855421687,5.74,14.66,19.74,-0.35,66
71,0.0172910662824208,5.99,5.21,20.39,-0.6,110
72,0.0404984423676012,0.0,1.63,24.97,-1.06,85
73,0.025830258302582995,4.4,12.1,18.82,-0.34,102
74,0.06553911205074,8.02,4.12,17.37,-0.35,207
75,0.0628930817610063,13.08,7.69,16.61,-0.12,86
76,0.0893371757925072,7.43,11.27,16.37,-0.3,99
77,0.00292397660818713,2.78,5.91,19.2,-0.48,127
78,0.00609756097560976,5.72,13.59,23.01,-0.2,174
79,0.0161290322580645,6.04,10.89,17.7,-0.18,147
80,0.0259965337954939,0.0,1.34,22.07,-0.92,70
81,0.0157068062827225,3.48,1.2,31.32,-1.06,90
82,0.025,0.0,2.08,18.3,-1.1,27
83,0.00604229607250755,8.44,1.82,27.35,-0.96,58
84,0.0108695652173913,0.0,0.61,23.72,-1.11,84
85,0.0757575757575758,0.0,8.56,13.59,-0.98,56
86,0.0409090909090909,3.01,20.09,8.38,-0.68,87
87,0.0584192439862543,6.99,9.36,17.5,-0.52,181
88,0.0677966101694915,1.75,3.28,18.03,-0.91,50
89,0.0179640718562874,1.51,9.79,6.59,-0.97,37
90,0.0,0.0,6.53,0.65,-0.94,6
91,0.0755555555555556,8.09,10.45,16.58,-0.37,82
92,0.0711743772241993,9.19,11.11,23.33,-0.16,124
93,0.0193236714975845,11.87,21.72,17.87,0.11,87
94,0.10924369747899199,9.18,12.27,20.5,-0.2,56
95,0.0862068965517241,4.16,18.26,24.21,-0.17,76
96,0.0686813186813187,0.6,12.31,15.21,-0.54,180
97,0.11034482758620698,6.03,22.48,20.27,-0.06,88
98,0.0364372469635627,10.63,12.67,23.46,-0.25,102
99,0.00344827586206897,1.53,3.6,21.35,-0.58,95
100,0.0238095238095238,5.17,8.85,18.43,-0.47,168
101,0.0420711974110032,5.52,13.94,19.25,-0.08,186
102,0.00921658986175115,6.08,5.51,15.26,-0.33,58
103,0.0315186246418338,6.71,18.83,24.34,-0.01,245
104,0.0106761565836299,6.61,8.7,22.28,-0.16,128
105,0.0,14.62,5.94,22.14,0.09,54
106,0.0252707581227437,6.41,21.97,27.93,-0.09,189
107,0.0427807486631016,6.33,18.42,25.03,-0.07,135
108,0.012531328320802,13.6,17.18,24.32,0.02,180
109,0.0265486725663717,11.41,23.25,21.26,0.0,104
110,0.00520833333333333,5.84,3.23,24.17,-0.13,77
111,0.0,4.81,11.36,23.26,-0.18,171
112,0.0,6.49,12.39,22.14,-0.18,323
113,0.00431034482758621,5.75,21.65,25.59,0.16,107
114,0.0035842293906809997,0.86,4.66,4.92,-1.01,48
115,0.00477326968973747,0.64,7.57,4.91,-0.96,46
116,0.0,0.0,3.71,5.81,-1.02,62
117,0.0290771175726928,1.67,2.99,5.3,-1.11,67
118,0.0039011703511053295,3.55,5.59,6.61,-0.87,59
119,0.0158730158730159,0.0,1.94,3.77,-1.14,16
120,0.105882352941176,0.0,5.31,8.31,-1.07,72
121,0.00274725274725275,2.4,7.87,4.5,-0.96,171
122,0.024,1.24,9.59,4.32,-0.99,99
123,0.0671785028790787,0.59,4.39,13.71,-1.07,112
124,0.00895522388059702,3.06,5.89,2.35,-1.01,13
125,0.0363036303630363,2.53,5.08,11.49,-0.97,87
126,0.0240384615384615,1.65,16.58,12.5,-0.88,64
127,0.0269230769230769,0.0,2.16,12.25,-1.15,79
128,0.0132827324478178,0.0,19.74,5.92,-0.92,60
129,0.0352941176470588,2.5,6.2,9.86,-1.0,83
130,0.0481283422459893,5.22,25.4,1.24,-0.72,46
131,0.0146520146520147,2.57,4.94,6.29,-1.01,41
132,0.0899653979238754,4.33,7.2,14.67,-0.63,115
133,0.10434782608695699,0.0,2.82,9.92,-1.08,57
134,0.0265486725663717,1.68,3.69,4.64,-1.04,50
135,0.0188679245283019,4.96,14.84,13.16,-0.52,73
136,0.0372492836676218,0.92,7.91,16.03,-1.02,163
137,0.0164948453608247,3.9,6.01,5.13,-1.0,36
138,0.0025974025974026,4.81,5.7,12.6,-0.83,79
139,0.0267857142857143,1.07,2.14,7.4,-1.05,37
140,0.00613496932515337,1.52,6.1,13.2,-1.01,207
141,0.0192771084337349,3.11,7.88,7.52,-0.88,101
142,0.0075757575757575794,7.62,8.53,19.63,-0.48,239
143,0.0288065843621399,9.98,19.67,23.71,-0.19,160
144,0.0140845070422535,8.41,18.88,25.41,-0.15,422
145,0.0285171102661597,11.61,29.84,25.96,0.32,171
146,0.0140562248995984,14.77,14.55,25.49,-0.13,174
147,0.0157894736842105,7.67,19.69,17.33,-0.51,53
148,0.0787746170678337,5.65,33.03,23.72,-0.04,119
149,0.00519930675909879,3.55,16.02,12.95,-0.64,156
150,0.0299145299145299,8.7,27.86,18.81,-0.3,55
151,0.0309278350515464,17.31,37.75,30.43,0.68,177
152,0.0211480362537764,3.21,8.81,8.54,-0.73,91
153,0.0312035661218425,10.69,27.94,21.92,0.22,185
154,0.009174311926605509,12.88,17.14,25.3,0.44,131
155,0.0204545454545455,3.9,8.43,23.44,-0.35,230
156,0.0101010101010101,12.86,39.13,23.08,0.3,122
157,0.0159151193633952,11.35,9.29,24.51,-0.14,211
158,0.02,9.54,20.25,24.44,0.15,152
159,0.042654028436019,2.37,6.08,22.43,-0.43,133
160,0.0046082949308755795,7.49,18.65,20.71,0.01,196
161,0.0225806451612903,6.11,8.08,22.11,-0.28,152
162,0.0327868852459016,0.0,22.35,24.77,-0.12,175
163,0.0210970464135021,22.03,26.83,22.83,0.41,143
164,0.022140221402214003,6.32,17.25,23.26,0.04,142
165,0.00964630225080386,16.83,21.03,21.98,0.03,70
166,0.0534246575342466,19.72,12.88,25.66,0.09,255
167,0.0221130221130221,13.4,26.03,25.04,0.21,146
168,0.0735294117647059,11.4,26.31,24.22,0.5,124
169,0.0242718446601942,12.63,22.87,30.82,0.58,147
170,0.0260663507109005,20.28,32.81,27.82,0.41,121
171,0.0952380952380952,20.3,39.41,4.09,0.53,63
172,0.0279329608938547,14.01,19.33,29.72,0.09,109
173,0.0208768267223382,12.65,25.43,24.66,0.18,144
174,0.00859598853868195,5.42,23.27,9.77,-0.33,154
175,0.00121951219512195,2.85,8.7,2.01,-0.96,100
176,0.0149393090569561,6.92,34.34,13.87,-0.18,148
177,0.00550206327372765,4.05,17.34,11.79,-0.6,57
178,0.0521172638436482,0.0,3.26,1.14,-1.14,98
179,0.0979020979020979,0.0,0.0,0.0,0.0,128
180,0.0588235294117647,4.12,25.96,8.68,-0.57,44
181,0.084,4.26,9.41,4.09,-0.74,57
182,0.0424886191198786,6.29,34.09,23.31,0.39,165
183,0.0155945419103314,6.66,23.51,20.3,-0.22,150
184,0.008576329331046309,2.45,16.57,8.98,-0.5,76
185,0.0502994011976048,0.0,20.85,12.18,-0.31,165
186,0.0191897654584222,6.8,27.14,18.21,-0.03,75
187,0.00420168067226891,2.16,12.81,4.22,-0.78,51
188,0.0063694267515923605,3.05,5.92,5.29,-0.89,102
189,0.00871459694989107,2.84,10.03,11.9,-0.62,82
190,0.0179948586118252,17.77,25.08,11.8,0.11,79
191,0.0818965517241379,4.07,9.63,10.11,-0.64,94
192,0.0136518771331058,4.98,9.79,2.09,-0.89,67
193,0.00251256281407035,2.99,8.72,4.44,-0.92,70
194,0.201149425287356,6.27,61.63,6.43,0.9,50
195,0.0714285714285714,11.18,44.76,17.73,0.96,56
196,0.0618336886993603,15.88,36.55,19.87,0.76,96
197,0.0636132315521628,6.42,19.99,17.53,-0.11,297
198,0.0718336483931947,11.67,28.31,17.94,0.19,182
199,0.0810810810810811,19.4,14.03,24.72,0.31,102
200,0.0982658959537572,13.81,42.16,32.12,1.01,112
201,0.0751633986928105,16.73,26.21,16.41,0.25,170
202,0.13671875,34.22,31.81,14.66,0.68,191
203,0.214285714285714,15.31,27.86,26.93,0.78,32
204,0.087719298245614,14.86,33.49,30.66,0.9,256
205,0.0765027322404372,14.08,24.13,25.74,0.45,238
206,0.294520547945205,26.89,50.33,27.66,1.29,198
207,0.0692640692640693,15.06,28.16,28.6,0.59,137
208,0.0441988950276243,16.27,24.78,29.44,0.67,156
209,0.0596026490066225,29.42,27.55,24.91,0.82,180
210,0.45145631067961206,44.44,28.57,6.74,0.59,81
211,0.007142857142857141,18.29,34.29,44.38,1.62,36
212,0.0661157024793388,29.32,35.26,36.48,1.39,69
213,0.0212765957446809,14.53,35.54,30.29,1.01,179
214,0.158730158730159,34.18,30.31,8.78,0.54,12
215,0.026000000000000002,14.11,21.43,24.14,0.27,169
216,0.137450199203187,8.84,19.81,19.33,-0.26,133
217,0.10663507109004701,11.99,24.16,16.15,0.12,126
218,0.0532319391634981,8.25,14.13,19.28,0.11,57
219,0.087962962962963,17.71,9.95,21.95,0.14,114
220,0.079646017699115,11.45,30.23,27.12,0.74,47
221,0.0514018691588785,40.73,31.75,11.06,0.66,85
222,0.10864485981308401,14.12,26.95,24.48,0.29,275
223,0.0545073375262055,16.63,20.27,26.97,0.57,144
224,0.0338461538461538,12.44,27.17,26.89,0.21,162
225,0.08238276299112798,21.08,19.32,25.83,0.3,343
226,0.0615942028985507,27.78,16.6,27.52,0.44,122
227,0.0428082191780822,1.65,4.41,11.76,-0.71,89
228,0.0383747178329571,11.12,26.62,11.76,0.01,119
229,0.00749063670411985,10.47,10.95,29.14,0.14,112
230,0.0133689839572193,12.03,19.92,19.29,0.22,87
231,0.0398671096345515,6.35,17.79,24.53,0.38,106
232,0.0253164556962025,13.49,37.62,21.17,0.56,95
233,0.00366300366300366,18.0,18.3,19.35,0.28,111
234,0.0157894736842105,9.43,20.41,27.59,0.57,228
235,0.0161725067385445,13.56,30.43,21.84,0.4,93
236,0.0176767676767677,12.55,19.11,25.55,0.16,146
237,0.0367816091954023,18.26,17.99,24.12,0.33,159
238,0.127450980392157,15.08,27.93,21.0,0.87,67
239,0.0193905817174515,16.29,11.0,19.26,0.16,80
240,0.0663900414937759,12.94,19.23,21.44,0.17,102
241,0.0,8.46,16.78,23.54,0.08,133
242,0.0104166666666667,1.59,11.44,18.08,-0.31,70
243,0.00434782608695652,8.68,3.22,16.07,-0.22,105
244,0.0677966101694915,5.86,8.23,17.04,0.0,33
245,0.0130548302872063,11.56,13.23,23.09,0.03,296
246,0.0248091603053435,17.55,9.44,16.92,0.02,121
247,0.004739336492891,5.27,8.21,18.08,-0.22,60
248,0.00530035335689046,4.22,23.86,10.26,-0.26,102
249,0.4,63.92,46.76,0.42,1.2,13
250,0.048526863084922,12.36,15.97,18.89,-0.01,202
251,0.007418397626112759,7.63,7.48,20.19,-0.29,138
252,0.08125,12.25,3.67,14.72,-0.32,71
253,0.0309597523219814,11.86,10.71,17.22,-0.15,51
254,0.0347003154574132,0.0,1.41,20.08,-0.65,60
255,0.0225988700564972,10.78,6.06,14.81,-0.29,85
256,0.0829015544041451,10.57,5.02,21.63,-0.21,91
257,0.0837887067395264,9.39,9.96,21.66,-0.09,142
258,0.103286384976526,7.69,15.01,18.83,-0.01,106
259,0.0970350404312668,9.92,11.99,23.04,-0.07,205
260,0.0130718954248366,19.17,9.19,23.46,-0.08,104
261,0.0387596899224806,13.79,10.04,15.73,-0.4,74
262,0.137772675086108,4.56,6.84,22.6,-0.39,207
263,0.0673400673400673,6.75,15.51,21.78,-0.12,162
264,0.0872274143302181,2.19,9.87,23.44,-0.25,96
265,0.14625850340136098,9.79,25.14,25.74,0.35,116
266,0.10628019323671499,6.57,35.86,26.5,0.51,72
267,0.0394366197183099,20.57,39.64,28.11,0.63,107
268,0.0529595015576324,13.71,23.23,26.59,0.56,322
269,0.0687830687830688,30.32,21.87,26.34,0.59,77
270,0.0670926517571885,17.0,30.03,21.84,0.43,147
271,0.136150234741784,11.31,39.94,21.87,0.55,108
272,0.0561056105610561,14.36,17.93,20.7,0.16,119
273,0.0962099125364431,23.39,36.7,32.23,1.11,138
274,0.0374149659863946,15.87,23.07,17.84,0.39,92
275,0.0797872340425532,25.38,56.98,36.59,1.99,60
276,0.12230215827338099,3.88,4.54,16.6,-0.52,189
277,0.147540983606557,13.35,5.82,14.65,-0.22,145
278,0.0471976401179941,4.18,9.16,19.32,-0.37,73
279,0.106451612903226,5.97,8.14,18.51,-0.28,101
280,0.135283363802559,4.33,5.54,17.25,-0.4,175
281,0.0189328743545611,6.15,13.37,18.46,-0.2,123
282,0.0557184750733138,15.46,13.23,19.58,-0.1,118
283,0.05,9.52,10.2,17.24,-0.15,69
284,0.0,12.97,11.31,20.7,0.2,85
285,0.0,11.11,4.88,18.93,-0.21,118
286,0.432203389830508,4.48,10.05,16.92,-0.2,41
287,0.0144230769230769,5.66,4.11,14.76,-0.13,79
288,0.0,3.76,3.15,21.51,-0.36,173
289,0.0203804347826087,10.01,24.16,13.57,0.11,77
290,0.174129353233831,20.79,28.38,39.01,0.92,307
291,0.7619047619047621,0.0,0.0,0.0,0.0,17
292,0.23341523341523301,11.81,20.36,25.17,0.22,165
293,0.219683655536028,20.57,14.3,23.69,0.2,156
294,0.252747252747253,13.9,32.61,35.9,0.99,69
295,0.0472560975609756,16.02,24.91,25.65,0.55,212
296,0.202702702702703,6.56,16.3,25.86,0.03,88
297,0.140167364016736,16.38,17.79,22.26,0.4,168
298,0.42857142857142894,15.56,21.28,26.34,0.52,125
299,0.239782016348774,5.67,15.97,26.74,0.19,123
300,0.40789473684210503,10.18,15.32,18.21,0.37,132
301,0.168674698795181,12.05,15.7,23.56,0.3,56
302,0.24657534246575302,5.23,19.14,24.21,0.16,105
303,0.103092783505155,26.87,44.06,34.22,1.44,67
304,0.244,0.0,11.68,21.93,-0.24,90
305,0.336065573770492,32.81,44.03,37.57,1.91,53
306,0.0636363636363636,14.02,48.04,45.09,1.41,126
307,0.0662393162393162,13.64,12.01,25.5,0.2,188
308,0.0315789473684211,9.73,24.7,24.55,0.38,69
309,0.0792079207920792,46.81,45.3,39.96,2.16,39
310,0.0349264705882353,19.98,33.41,35.89,1.02,157
311,0.0248091603053435,12.43,18.28,33.81,0.66,154
312,0.0972762645914397,27.56,48.03,44.52,2.0,100
313,0.25,44.2,60.58,45.13,2.78,10
314,0.109375,33.47,53.66,33.66,1.26,75
315,0.035031847133757996,5.74,5.77,21.37,-0.25,141
316,0.10222222222222198,9.3,28.9,25.13,0.71,141
317,0.20754716981132101,29.33,28.75,28.68,1.11,48
318,0.0162162162162162,24.91,29.61,39.68,1.1,37
319,0.130952380952381,14.25,25.45,24.63,0.52,69
320,0.113513513513514,24.13,51.39,42.59,1.78,144
321,0.0358974358974359,20.87,27.39,35.96,0.9,92
322,0.261127596439169,22.3,29.27,30.28,1.08,121
323,0.0482180293501048,14.57,23.31,28.87,0.49,130
324,0.0373134328358209,21.99,29.44,28.2,0.91,93
325,0.25641025641025605,12.23,14.08,22.55,0.33,147
326,0.056980056980056995,16.02,8.72,17.09,-0.14,92
327,0.135869565217391,7.89,16.01,25.16,0.28,44
328,0.0504731861198738,13.46,23.25,27.03,0.43,121
329,0.12230215827338099,9.35,12.66,25.61,0.15,80
330,0.33333333333333304,17.86,32.84,31.53,1.11,142
331,0.426356589147287,43.88,73.5,45.07,2.78,118
332,0.12977099236641199,17.61,23.8,34.39,0.65,142
333,0.1875,57.48,77.78,3.46,0.0,13
334,0.182926829268293,9.72,34.08,44.72,1.32,43
335,0.32984293193717307,34.0,51.68,47.88,2.36,39
336,0.0386029411764706,11.75,29.84,29.97,0.8,292
337,0.0156626506024096,0.0,4.37,4.83,-1.04,75
338,0.0701298701298701,8.65,12.92,9.44,-0.36,50
339,0.036979969183359,1.94,5.72,8.06,-0.97,112
340,0.0473372781065089,2.56,16.16,7.07,-0.7,140
341,0.0192307692307692,5.45,11.59,8.76,-0.64,100
342,0.0710900473933649,20.19,41.18,37.96,1.5,37
343,0.39204545454545503,31.29,62.08,30.96,1.66,132
344,0.32258064516129,48.5,59.18,51.32,2.67,42
345,0.0732984293193717,14.24,50.25,25.36,0.84,88
346,0.0119760479041916,5.16,4.72,13.04,-0.73,153
347,0.015180265654648998,5.88,13.98,7.85,-0.64,83
348,0.007117437722419929,7.16,8.8,12.18,-0.62,69
349,0.010482180293501,8.46,6.34,9.91,-0.71,75
350,0.00341296928327645,2.39,0.56,6.98,-1.08,42
351,0.00909090909090909,3.46,3.89,8.45,-0.92,48
352,0.0253807106598985,1.76,5.23,7.95,-1.0,128
353,0.0136752136752137,0.57,2.43,8.55,-1.04,118
354,0.00959232613908873,0.92,3.64,9.7,-1.0,53
355,0.0402144772117962,1.15,4.68,5.59,-1.03,47
356,0.0340909090909091,0.0,4.77,7.22,-0.94,69
357,0.0166666666666667,16.8,13.76,23.12,0.23,89
358,0.196923076923077,6.61,24.98,26.81,0.54,103
359,0.0182481751824818,1.58,23.89,18.63,0.21,58
360,0.0465116279069767,12.14,20.61,12.09,-0.24,76
361,0.0346020761245675,12.13,27.32,17.99,0.11,47
362,0.0727969348659004,10.49,11.07,20.41,-0.06,72
363,0.21370967741935504,16.83,60.02,39.87,1.97,50
364,0.0486322188449848,29.69,32.95,26.78,0.57,113
365,0.037593984962406,18.72,16.7,23.94,0.41,230
366,0.0272572402044293,10.56,22.08,21.21,0.03,157
367,0.0121457489878543,12.81,29.58,28.95,0.64,105
368,0.0178571428571429,10.61,11.48,24.49,0.24,130
369,0.0101351351351351,7.59,4.02,19.39,-0.22,114
370,0.0204342273307791,4.04,7.81,16.58,-0.44,212
371,0.0499108734402852,13.82,21.33,18.56,0.14,151
372,0.0231660231660232,1.33,9.25,11.37,-0.66,86
373,0.0802675585284281,13.9,30.67,21.05,0.55,105
374,0.037280701754386004,18.47,21.5,20.81,0.14,101
375,0.027027027027027,15.13,26.72,11.16,0.02,60
376,0.0373831775700935,15.69,19.46,21.93,0.28,70
377,0.0774193548387097,23.89,22.69,18.0,0.58,58
378,0.12577639751552802,9.05,16.89,23.52,0.18,167
379,0.12303664921466001,16.36,20.49,29.4,0.58,159
380,0.183098591549296,24.63,15.95,28.04,0.83,72
381,0.352402745995423,18.08,44.84,37.67,1.33,169
382,0.141509433962264,28.07,46.01,41.43,1.83,153
383,0.27719298245614,11.76,25.85,30.04,0.57,108
384,0.38961038961039,35.12,25.31,21.44,0.87,47
385,0.21505376344086,53.63,69.92,52.71,3.03,78
386,0.00613496932515337,22.04,45.45,41.62,1.67,86
387,0.16260162601626002,12.43,20.82,20.41,0.18,66
388,0.12449799196787101,21.79,52.03,41.46,1.58,120
389,0.0555555555555556,8.62,45.96,33.04,1.09,80
390,0.0147058823529412,15.98,28.08,35.88,1.0,110
391,0.0324324324324324,25.34,31.53,30.42,1.13,44
392,0.201357466063348,14.91,23.53,25.44,0.34,148
393,0.0684931506849315,10.67,34.97,21.27,0.71,98
394,0.106109324758842,9.43,22.2,23.7,0.39,92
395,0.10106382978723401,15.08,20.14,21.48,0.37,69
396,0.0821256038647343,25.41,31.79,25.74,0.87,136
397,0.0404411764705882,3.34,16.25,23.23,-0.06,81
398,0.0439276485788114,10.22,15.97,27.23,0.3,100
399,0.0204724409448819,10.79,8.18,22.92,-0.1,111
400,0.167471819645733,3.85,10.18,20.16,-0.16,109
401,0.0123927550047664,9.15,17.46,20.48,0.3,60
402,0.17548076923076902,8.53,10.19,19.59,-0.34,97
403,0.0136186770428016,12.67,18.54,18.83,0.12,104
404,0.007936507936507941,9.31,9.49,17.33,-0.12,105
405,0.0260869565217391,15.54,25.76,19.27,0.63,78
406,0.0032362459546925603,10.69,15.05,22.18,0.02,97
407,0.0666666666666667,7.74,23.56,34.91,0.9,51
408,0.0731707317073171,22.96,40.77,38.59,1.42,103
409,0.0277008310249307,25.08,42.5,39.48,1.53,126
410,0.104046242774566,4.16,5.47,13.14,-0.47,81
411,0.094,22.7,19.67,21.07,0.48,82
412,0.00936768149882904,8.6,9.15,16.8,-0.02,75
413,0.0574712643678161,8.24,10.31,17.38,-0.21,67
414,0.0916030534351145,4.15,5.5,14.0,-0.44,36
415,0.26241134751773,32.9,57.68,43.18,2.29,90
416,0.25678496868476,26.33,36.71,38.07,1.62,157
417,0.313543599257885,18.58,35.86,31.06,0.98,104
418,0.379110251450677,19.8,35.28,31.84,1.0,125
419,0.0896358543417367,7.39,15.24,19.01,-0.12,105
420,0.28828828828828806,6.94,28.07,31.16,0.5,70
421,0.0378378378378378,8.31,22.43,19.84,-0.06,77
422,0.543726235741445,26.23,53.49,38.7,1.62,34
423,0.38926174496644295,18.65,36.8,29.4,0.95,64
424,0.22635135135135104,18.96,25.69,32.37,0.64,114
425,0.11904761904761901,11.9,21.69,23.35,0.26,84
426,0.12962962962963,18.52,3.79,36.81,0.35,6
427,0.40853658536585397,29.39,59.92,40.98,2.05,71
428,0.0481927710843374,13.62,26.65,34.08,0.68,213
429,0.565217391304348,0.0,9.59,4.34,-0.51,41
430,0.0150753768844221,11.68,11.62,22.44,-0.18,129
